,genre,metascore,imdbrating,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating,budget
1083,Biography,58.0,7.0,7.0,78.0,58.0,10000000.0
1084,Drama,91.0,7.5,7.5,96.0,91.0,0.0
1085,Drama,67.0,6.9,6.9,88.0,67.0,11000000.0
1086,Action,0.0,6.0,6.0,0.0,0.0,0.0
1087,Action,13.0,4.4,4.4,5.0,13.0,30000000.0
1088,Drama,52.0,7.5,7.5,70.0,52.0,0.0
1089,Drama,26.0,6.5,6.5,34.0,26.0,3000000.0
1090,Action,41.0,6.0,6.0,35.0,41.0,65000000.0
1091,Drama,94.0,7.1,7.1,97.0,94.0,0.0
1092,Comedy,18.0,5.7,5.7,8.0,18.0,25000000.0
1093,Action,40.0,5.9,5.9,26.0,40.0,175000000.0
1094,Action,54.0,6.9,6.9,64.0,54.0,90000000.0
1095,Action,75.0,7.8,7.8,90.0,75.0,250000000.0
1096,Action,32.0,6.8,6.8,28.0,32.0,160000000.0
1097,Action,72.0,7.5,7.5,89.0,72.0,165000000.0
1098,Drama,51.0,7.4,7.4,54.0,51.0,20000000.0
1099,Drama,76.0,6.8,6.8,88.0,76.0,0.0
1100,Animation,81.0,7.6,7.6,95.0,81.0,150000000.0
1101,Drama,81.0,7.9,7.9,94.0,81.0,47000000.0
1102,Action,52.0,6.9,6.9,47.0,52.0,178000000.0
1103,Comedy,72.0,7.9,7.9,83.0,72.0,5000000.0
1104,Action,68.0,7.0,7.0,86.0,68.0,185000000.0
1105,Drama,59.0,7.1,7.1,71.0,59.0,11500000.0
1106,Animation,59.0,7.1,7.1,71.0,59.0,75000000.0
1107,Horror,65.0,7.3,7.3,80.0,65.0,40000000.0
1108,Romance,41.0,7.0,7.0,30.0,41.0,25000000.0
1109,Drama,41.0,7.0,7.0,30.0,41.0,110000000.0
1110,Action,35.0,6.1,6.1,20.0,35.0,115000000.0
1111,Drama,84.0,8.1,8.1,95.0,84.0,0.0
1112,Action,48.0,7.3,7.3,51.0,48.0,50000000.0
1113,Animation,79.0,8.4,8.4,98.0,79.0,0.0
1114,Animation,66.0,7.1,7.1,87.0,66.0,145000000.0
1115,Action,70.0,7.4,7.4,91.0,70.0,50000000.0
1116,Action,32.0,5.2,5.2,30.0,32.0,165000000.0
1117,Adventure,57.0,6.7,6.7,64.0,57.0,110000000.0
1118,Adventure,66.0,7.3,7.3,74.0,66.0,180000000.0
1119,Action,72.0,7.6,7.6,94.0,72.0,0.0
1120,Action,23.0,5.8,5.8,21.0,23.0,35000000.0
1121,Animation,66.0,6.1,6.1,82.0,66.0,19000000.0
1122,Action,88.0,7.6,7.6,96.0,88.0,12000000.0
1123,Action,55.0,6.0,6.0,56.0,55.0,10000000.0
1124,Action,51.0,7.3,7.3,52.0,51.0,44000000.0
1125,Horror,51.0,6.2,6.2,59.0,51.0,7000000.0
1126,Drama,99.0,7.4,7.4,98.0,99.0,4000000.0
1127,Action,58.0,6.6,6.6,54.0,58.0,120000000.0
1128,Biography,57.0,7.1,7.1,61.0,57.0,40000000.0
1129,Action,44.0,6.2,6.2,35.0,44.0,180000000.0
1130,Adventure,79.0,7.0,7.0,79.0,79.0,0.0
1131,Action,25.0,5.4,5.4,15.0,25.0,140000000.0
1132,Biography,66.0,7.2,7.2,81.0,66.0,25000000.0
1133,Action,46.0,6.5,6.5,34.0,46.0,90000000.0
1134,Drama,64.0,7.5,7.5,76.0,64.0,13000000.0
1135,Action,76.0,7.2,7.2,90.0,76.0,15000000.0
1136,Biography,78.0,6.6,6.6,87.0,78.0,30000000.0
1137,Animation,77.0,7.3,7.3,94.0,77.0,200000000.0
1138,Biography,69.0,8.0,8.0,84.0,69.0,12000000.0
1139,Drama,58.0,6.3,6.3,76.0,58.0,4900000.0
1140,Comedy,26.0,4.8,4.8,17.0,26.0,900000.0
1141,Action,60.0,7.1,7.1,61.0,60.0,85000000.0
1142,Comedy,59.0,6.5,6.5,78.0,59.0,35000000.0
1143,Comedy,51.0,6.1,6.1,47.0,51.0,38000000.0
1144,Biography,58.0,7.3,7.3,61.0,58.0,40000000.0
1145,Action,0.0,8.4,8.4,88.0,0.0,0.0
1146,Action,62.0,5.3,5.3,46.0,62.0,6000000.0
1147,Action,52.0,6.3,6.3,54.0,52.0,20000000.0
1148,Action,68.0,7.1,7.1,83.0,68.0,110000000.0
1149,Drama,26.0,6.6,6.6,11.0,26.0,0.0
1150,Biography,74.0,7.4,7.4,85.0,74.0,60000000.0
1151,Action,48.0,5.8,5.8,37.0,48.0,8000000.0
1152,Action,45.0,5.8,5.8,46.0,45.0,28000000.0
1153,Biography,66.0,7.0,7.0,72.0,66.0,28000000.0
1154,Drama,47.0,6.4,6.4,42.0,47.0,40000000.0
1155,Action,28.0,5.9,5.9,28.0,28.0,60000000.0
1156,Comedy,21.0,5.9,5.9,11.0,21.0,25000000.0
1157,Comedy,72.0,6.3,6.3,85.0,72.0,22000000.0
1158,Animation,55.0,6.5,6.5,75.0,55.0,125000000.0
1159,Action,33.0,5.7,5.7,11.0,33.0,110000000.0
1160,Action,42.0,5.9,5.9,35.0,42.0,150000000.0
1161,Comedy,51.0,6.0,6.0,38.0,51.0,33000000.0
1162,Comedy,60.0,6.2,6.2,58.0,60.0,20000000.0
1163,Drama,23.0,6.8,6.8,14.0,23.0,36000000.0
1164,Horror,42.0,6.0,6.0,29.0,42.0,10000000.0
1165,Drama,79.0,7.2,7.2,92.0,79.0,24000000.0
1166,Adventure,34.0,6.2,6.2,28.0,34.0,170000000.0
1167,Action,44.0,6.2,6.2,37.0,44.0,35000000.0
1168,Animation,34.0,5.7,5.7,18.0,34.0,105000000.0
1169,Action,69.0,7.4,7.4,81.0,69.0,45000000.0
1170,Action,34.0,5.9,5.9,19.0,34.0,40000000.0
1171,Animation,61.0,6.5,6.5,72.0,61.0,75000000.0
1172,Comedy,68.0,6.7,6.7,79.0,68.0,20000000.0
1173,Crime,78.0,6.5,6.5,76.0,78.0,0.0
1174,Comedy,83.0,7.3,7.3,88.0,83.0,7000000.0
1175,Action,36.0,5.7,5.7,18.0,36.0,125000000.0
1176,Action,40.0,6.0,6.0,38.0,40.0,135000000.0
1177,Crime,65.0,5.7,5.7,70.0,65.0,0.0
1178,Action,48.0,6.3,6.3,48.0,48.0,20000000.0
1179,Action,58.0,6.8,6.8,63.0,58.0,80000000.0
1180,Biography,35.0,7.4,7.4,69.0,35.0,9000000.0
1181,Comedy,82.0,6.2,6.2,95.0,82.0,0.0
1182,Horror,44.0,6.1,6.1,54.0,44.0,5000000.0
1183,Adventure,66.0,6.4,6.4,74.0,66.0,140000000.0
1184,Action,34.0,4.7,4.7,22.0,34.0,50000000.0
1185,Animation,43.0,6.3,6.3,43.0,43.0,73000000.0
1186,Action,49.0,6.4,6.4,34.0,49.0,108000000.0
1187,Action,58.0,6.5,6.5,66.0,58.0,19000000.0
1188,Action,67.0,6.8,6.8,86.0,67.0,0.0
1189,Comedy,39.0,6.2,6.2,39.0,39.0,38000000.0
1190,Biography,44.0,7.1,7.1,45.0,44.0,13000000.0
1191,Comedy,70.0,6.2,6.2,81.0,70.0,15000000.0
1192,Action,63.0,6.4,6.4,70.0,63.0,0.0
1193,Horror,62.0,5.9,5.9,0.0,62.0,0.0
1194,Comedy,58.0,5.7,5.7,64.0,58.0,35000000.0
1195,Action,53.0,6.9,6.9,48.0,53.0,50000000.0
1196,Crime,49.0,6.7,6.7,42.0,49.0,20000000.0
1197,Horror,35.0,5.1,5.1,48.0,35.0,1500000.0
1198,Drama,64.0,5.7,5.7,79.0,64.0,0.0
1199,Adventure,76.0,7.5,7.5,86.0,76.0,43000000.0
1200,Action,59.0,7.2,7.2,66.0,59.0,0.0
1201,Animation,84.0,7.8,7.8,97.0,84.0,60000000.0
1202,Horror,47.0,5.0,5.0,38.0,47.0,5000000.0
1203,Drama,85.0,7.7,7.7,96.0,85.0,0.0
1204,Action,64.0,6.0,6.0,77.0,64.0,0.0
1205,Comedy,60.0,5.7,5.7,55.0,60.0,25000000.0
1206,Comedy,42.0,5.9,5.9,41.0,42.0,45000000.0
1207,Comedy,67.0,6.5,6.5,89.0,67.0,0.0
1208,Biography,71.0,6.8,6.8,88.0,71.0,29000000.0
1209,Animation,0.0,6.4,6.4,39.0,0.0,3500000.0
1210,Animation,48.0,6.8,6.8,42.0,48.0,30000000.0
1211,Drama,72.0,6.1,6.1,0.0,72.0,0.0
1212,Horror,34.0,4.8,4.8,10.0,34.0,10000000.0
1213,Animation,41.0,5.7,5.7,32.0,41.0,125000000.0
1214,Comedy,53.0,6.6,6.6,47.0,53.0,3800000.0
1215,Comedy,93.0,7.4,7.4,93.0,93.0,0.0
1216,Action,53.0,6.2,6.2,44.0,53.0,40000000.0
1217,Drama,77.0,6.1,6.1,81.0,77.0,6000000.0
1218,Crime,57.0,6.2,6.2,72.0,57.0,0.0
1219,Biography,62.0,6.8,6.8,70.0,62.0,6000000.0
1220,Biography,57.0,6.6,6.6,67.0,57.0,35000000.0
1221,Biography,79.0,7.0,7.0,88.0,79.0,9000000.0
1222,Drama,78.0,7.9,7.9,92.0,78.0,0.0
1223,Animation,35.0,6.8,6.8,12.0,35.0,0.0
1224,Drama,40.0,5.8,5.8,50.0,40.0,0.0
1225,Biography,63.0,6.7,6.7,83.0,63.0,10000000.0
1226,Action,32.0,5.9,5.9,14.0,32.0,40000000.0
1227,Drama,83.0,6.9,6.9,99.0,83.0,0.0
1228,Animation,48.0,6.0,6.0,47.0,48.0,60000000.0
1229,Biography,65.0,6.9,6.9,84.0,65.0,14000000.0
1230,Drama,73.0,7.1,7.1,83.0,73.0,0.0
1231,Crime,43.0,6.1,6.1,23.0,43.0,0.0
1232,Crime,63.0,6.2,6.2,70.0,63.0,0.0
1233,Drama,58.0,5.4,5.4,51.0,58.0,0.0
1234,Horror,30.0,5.3,5.3,0.0,30.0,5000000.0
1235,Action,74.0,7.9,7.9,93.0,74.0,180000000.0
1236,Biography,75.0,7.4,7.4,84.0,75.0,30000000.0
1237,Action,47.0,6.9,6.9,44.0,47.0,30000000.0
1238,Horror,69.0,7.3,7.3,86.0,69.0,35000000.0
1239,Action,73.0,7.4,7.4,92.0,73.0,175000000.0
1240,Biography,48.0,7.6,7.6,57.0,48.0,84000000.0
1241,Action,58.0,6.9,6.9,76.0,58.0,90000000.0
1242,Drama,93.0,7.9,7.9,94.0,93.0,0.0
1243,Comedy,41.0,5.8,5.8,32.0,41.0,12000000.0
1244,Horror,85.0,7.7,7.7,98.0,85.0,4500000.0
1245,Action,94.0,7.8,7.8,92.0,94.0,100000000.0
1246,Action,86.0,7.6,7.6,92.0,86.0,34000000.0
1247,Animation,50.0,6.3,6.3,53.0,50.0,125000000.0
1248,Action,76.0,7.4,7.4,93.0,76.0,149000000.0
1249,Horror,65.0,6.4,6.4,65.0,65.0,97000000.0
1250,Action,75.0,7.5,7.5,89.0,75.0,40000000.0
1251,Drama,66.0,8.0,8.0,86.0,66.0,20000000.0
1252,Action,45.0,6.1,6.1,40.0,45.0,300000000.0
1253,Action,39.0,6.5,6.5,30.0,39.0,230000000.0
1254,Adventure,87.0,7.3,7.3,92.0,87.0,19400000.0
1255,Drama,74.0,6.6,6.6,84.0,74.0,6000000.0
1256,Action,62.0,6.6,6.6,75.0,62.0,185000000.0
1257,Action,44.0,6.7,6.7,51.0,44.0,104000000.0
1258,Action,84.0,6.9,6.9,91.0,84.0,317000000.0
1259,Action,63.0,6.7,6.7,79.0,63.0,30000000.0
1260,Crime,73.0,7.7,7.7,87.0,73.0,11000000.0
1261,Crime,52.0,6.5,6.5,60.0,52.0,55000000.0
1262,Action,41.0,6.7,6.7,31.0,41.0,175000000.0
1263,Drama,73.0,7.0,7.0,80.0,73.0,0.0
1264,Comedy,78.0,7.0,7.0,92.0,78.0,29000000.0
1265,Drama,33.0,4.6,4.6,11.0,33.0,55000000.0
1266,Action,27.0,5.2,5.2,15.0,27.0,217000000.0
1267,Crime,80.0,7.4,7.4,92.0,80.0,4500000.0
1268,Animation,52.0,6.3,6.3,43.0,52.0,0.0
1269,Action,52.0,6.3,6.3,43.0,52.0,110000000.0
1270,Comedy,53.0,6.1,6.1,43.0,53.0,0.0
1271,Biography,71.0,7.4,7.4,82.0,71.0,30000000.0
1272,Action,51.0,6.5,6.5,47.0,51.0,177200000.0
1273,Action,34.0,5.6,5.6,16.0,34.0,60000000.0
1274,Comedy,40.0,5.8,5.8,28.0,40.0,45000000.0
1275,Action,45.0,6.2,6.2,34.0,45.0,33000000.0
1276,Crime,84.0,6.8,6.8,89.0,84.0,0.0
1277,Drama,92.0,7.6,7.6,96.0,92.0,2000000.0
1278,Comedy,54.0,6.6,6.6,67.0,54.0,80000000.0
1279,Horror,54.0,6.6,6.6,67.0,54.0,58000000.0
1280,Comedy,88.0,7.3,7.3,95.0,88.0,13000000.0
1281,Drama,60.0,7.6,7.6,73.0,60.0,7000000.0
1282,Drama,90.0,7.5,7.5,91.0,90.0,35000000.0
1283,Comedy,46.0,7.0,7.0,0.0,46.0,37500000.0
1284,Drama,70.0,6.3,6.3,76.0,70.0,0.0
1285,Horror,62.0,6.5,6.5,71.0,62.0,15000000.0
1286,Action,65.0,7.2,7.2,86.0,65.0,50000000.0
1287,Action,82.0,7.4,7.4,94.0,82.0,150000000.0
1288,Action,21.0,5.3,5.3,17.0,21.0,120000000.0
1289,Comedy,51.0,5.2,5.2,45.0,51.0,20000000.0
1290,Action,42.0,5.2,5.2,45.0,42.0,85000000.0
1291,Action,28.0,6.0,6.0,19.0,28.0,25000000.0
1292,Animation,58.0,6.8,6.8,72.0,58.0,111000000.0
1293,Action,72.0,7.6,7.6,87.0,72.0,38000000.0
1294,Drama,77.0,6.3,6.3,79.0,77.0,10500000.0
1295,Animation,75.0,7.3,7.3,90.0,75.0,80000000.0
1296,Comedy,86.0,7.5,7.5,98.0,86.0,5000000.0
1297,Drama,80.0,6.5,6.5,92.0,80.0,0.0
1298,Comedy,75.0,6.7,6.7,87.0,75.0,6000000.0
1299,Action,0.0,7.8,7.8,0.0,0.0,22000000.0
1300,Action,0.0,7.8,7.8,0.0,0.0,0.0
1301,Crime,39.0,5.8,5.8,32.0,39.0,10000000.0
1302,Biography,76.0,7.3,7.3,91.0,76.0,10000000.0
1303,Adventure,52.0,5.7,5.7,53.0,52.0,5300000.0
1304,Drama,83.0,7.2,7.2,88.0,83.0,50000000.0
1305,Drama,52.0,6.4,6.4,45.0,52.0,10000000.0
1306,Action,72.0,6.2,6.2,79.0,72.0,0.0
1307,Action,44.0,5.9,5.9,50.0,44.0,100000000.0
1308,Comedy,80.0,7.4,7.4,0.0,80.0,0.0
1309,Biography,72.0,6.8,6.8,79.0,72.0,50000000.0
1310,Drama,77.0,7.2,7.2,86.0,77.0,0.0
1311,Horror,78.0,6.2,6.2,87.0,78.0,5000000.0
1312,Animation,49.0,6.3,6.3,59.0,49.0,80000000.0
1313,Comedy,50.0,6.6,6.6,82.0,50.0,25000000.0
1314,Drama,63.0,5.7,5.7,47.0,63.0,68000000.0
1315,Drama,58.0,6.5,6.5,64.0,58.0,5000000.0
1316,Drama,45.0,6.2,6.2,31.0,45.0,25000000.0
1317,Animation,12.0,3.3,3.3,6.0,12.0,50000000.0
1318,Drama,0.0,6.8,6.8,0.0,0.0,18000000.0
1319,Drama,0.0,6.8,6.8,0.0,0.0,12000000.0
1320,Animation,88.0,7.8,7.8,99.0,88.0,40000000.0
1321,Adventure,71.0,6.2,6.2,92.0,71.0,19000000.0
1322,Animation,62.0,7.8,7.8,84.0,62.0,0.0
1323,Action,48.0,6.4,6.4,39.0,48.0,35000000.0
1324,Drama,67.0,7.2,7.2,81.0,67.0,18000000.0
1325,Comedy,73.0,7.2,7.2,85.0,73.0,0.0
1326,Drama,61.0,6.5,6.5,77.0,61.0,1200000.0
1327,Biography,73.0,6.7,6.7,84.0,73.0,25000000.0
1328,Drama,85.0,7.7,7.7,98.0,85.0,0.0
1329,Crime,31.0,6.6,6.6,22.0,31.0,10000000.0
1330,Biography,63.0,6.9,6.9,84.0,63.0,0.0
1331,Biography,49.0,6.4,6.4,0.0,49.0,0.0
1332,Drama,89.0,7.3,7.3,97.0,89.0,0.0
1333,Comedy,69.0,5.8,5.8,78.0,69.0,0.0
1334,Drama,32.0,6.3,6.3,21.0,32.0,20000000.0
1335,Drama,74.0,7.0,7.0,92.0,74.0,0.0
1336,Comedy,43.0,4.1,4.1,28.0,43.0,0.0
1337,Biography,68.0,7.1,7.1,87.0,68.0,0.0
1338,Animation,55.0,6.0,6.0,56.0,55.0,70000000.0
1339,Biography,68.0,6.2,6.2,86.0,68.0,0.0
1340,Comedy,30.0,5.6,5.6,20.0,30.0,40000000.0
1341,Drama,63.0,6.7,6.7,49.0,63.0,0.0
1342,Drama,54.0,5.6,5.6,44.0,54.0,0.0
1343,Biography,38.0,5.9,5.9,18.0,38.0,40000000.0
1344,Action,34.0,5.6,5.6,25.0,34.0,30000000.0
1345,Drama,67.0,7.4,7.4,83.0,67.0,0.0
1346,Action,67.0,7.4,7.4,83.0,67.0,0.0
1347,Drama,67.0,7.4,7.4,83.0,67.0,0.0
1348,Action,67.0,7.4,7.4,83.0,67.0,0.0
1349,Drama,38.0,6.2,6.2,10.0,38.0,25000000.0
1350,Horror,0.0,3.9,3.9,17.0,0.0,0.0
1351,Drama,63.0,6.0,6.0,76.0,63.0,0.0
1352,Biography,51.0,7.2,7.2,68.0,51.0,0.0
1353,Drama,33.0,6.4,6.4,33.0,33.0,0.0
1354,Action,69.0,7.9,7.9,96.0,69.0,0.0
1355,Comedy,71.0,6.5,6.5,79.0,71.0,0.0
1356,Drama,0.0,5.7,5.7,78.0,0.0,0.0
1357,Adventure,71.0,6.2,6.2,68.0,71.0,0.0
1358,Crime,65.0,7.1,7.1,76.0,65.0,0.0
1359,Action,45.0,4.5,4.5,36.0,45.0,42000000.0
1360,Action,57.0,6.2,6.2,65.0,57.0,0.0
1361,Comedy,54.0,6.0,6.0,39.0,54.0,10000000.0
1362,Biography,47.0,6.7,6.7,40.0,47.0,15000000.0
1363,Animation,39.0,6.2,6.2,47.0,39.0,0.0
1364,Animation,39.0,6.2,6.2,47.0,39.0,6500000.0
1365,Biography,54.0,7.1,7.1,64.0,54.0,0.0
1366,Comedy,40.0,5.8,5.8,25.0,40.0,5000000.0
1367,Comedy,22.0,5.5,5.5,17.0,22.0,25000000.0
1368,Action,44.0,5.9,5.9,35.0,44.0,21000000.0
1369,Drama,68.0,6.4,6.4,85.0,68.0,0.0
1370,Biography,44.0,6.1,6.1,49.0,44.0,6400000.0
1371,Drama,62.0,6.5,6.5,58.0,62.0,5400000.0
1372,Comedy,42.0,5.6,5.6,32.0,42.0,28000000.0
1373,Drama,86.0,7.6,7.6,95.0,86.0,0.0
1374,Animation,69.0,6.2,6.2,87.0,69.0,38000000.0
1375,Comedy,68.0,6.0,6.0,75.0,68.0,0.0
1376,Drama,32.0,5.0,5.0,19.0,32.0,12000000.0
1377,Crime,75.0,6.6,6.6,90.0,75.0,0.0
1378,Action,72.0,6.8,6.8,86.0,72.0,0.0
1379,Drama,73.0,6.7,6.7,91.0,73.0,0.0
1380,Biography,55.0,6.6,6.6,54.0,55.0,0.0
1381,Biography,66.0,7.3,7.3,81.0,66.0,12000000.0
1382,Drama,84.0,7.4,7.4,99.0,84.0,0.0
1383,Adventure,80.0,7.2,7.2,90.0,80.0,0.0
1384,Action,0.0,7.2,7.2,0.0,0.0,0.0
1385,Comedy,56.0,6.1,6.1,70.0,56.0,0.0
1386,Drama,46.0,7.0,7.0,61.0,46.0,0.0
1387,Drama,62.0,6.3,6.3,68.0,62.0,0.0
1388,Action,64.0,6.7,6.7,85.0,64.0,0.0
1389,Comedy,50.0,5.7,5.7,48.0,50.0,0.0
1390,Horror,42.0,4.8,4.8,30.0,42.0,0.0
1391,Comedy,36.0,6.3,6.3,54.0,36.0,2000000.0
1392,Drama,37.0,4.2,4.2,19.0,37.0,7400000.0
1393,Action,0.0,7.3,7.3,67.0,0.0,0.0
1394,Drama,82.0,7.5,7.5,96.0,82.0,17000000.0
1395,Action,68.0,8.4,8.4,85.0,68.0,321000000.0
1396,Action,66.0,7.7,7.7,84.0,66.0,110000000.0
1397,Biography,49.0,7.9,7.9,60.0,49.0,52000000.0
1398,Action,88.0,7.3,7.3,96.0,88.0,200000000.0
1399,Drama,87.0,7.3,7.3,89.0,87.0,10000000.0
1400,Comedy,67.0,6.8,6.8,84.0,67.0,20000000.0
1401,Action,55.0,6.9,6.9,65.0,55.0,160000000.0
1402,Action,64.0,7.4,7.4,72.0,64.0,175000000.0
1403,Animation,87.0,8.4,8.4,97.0,87.0,90000000.0
1404,Action,86.0,7.7,7.7,97.0,86.0,178000000.0
1405,Horror,35.0,6.7,6.7,30.0,35.0,0.0
1406,Horror,35.0,6.7,6.7,30.0,35.0,0.0
1407,Action,35.0,6.7,6.7,30.0,35.0,100000000.0
1408,Biography,69.0,8.2,8.2,77.0,69.0,23000000.0
1409,Comedy,74.0,6.9,6.9,90.0,74.0,30000000.0
1410,Action,70.0,7.0,7.0,87.0,70.0,162000000.0
1411,Biography,83.0,7.5,7.5,96.0,83.0,15000000.0
1412,Action,48.0,5.3,5.3,33.0,48.0,88000000.0
1413,Crime,59.0,6.5,6.5,57.0,59.0,29000000.0
1414,Action,62.0,6.9,6.9,70.0,62.0,275000000.0
1415,Drama,38.0,6.6,6.6,21.0,38.0,2800000.0
1416,Crime,60.0,6.5,6.5,59.0,60.0,8500000.0
1417,Action,49.0,7.0,7.0,42.0,49.0,30000000.0
1418,Adventure,79.0,6.8,6.8,88.0,79.0,40000000.0
1419,Action,53.0,6.6,6.6,45.0,53.0,69000000.0
1420,Drama,88.0,7.6,7.6,90.0,88.0,36000000.0
1421,Comedy,60.0,6.6,6.6,79.0,60.0,75000000.0
1422,Action,31.0,6.3,6.3,18.0,31.0,30000000.0
1423,Comedy,57.0,7.3,7.3,81.0,57.0,48000000.0
1424,Action,51.0,6.2,6.2,47.0,51.0,170000000.0
1425,Comedy,89.0,7.4,7.4,99.0,89.0,2000000.0
1426,Action,61.0,6.3,6.3,69.0,61.0,70000000.0
1427,Biography,91.0,7.5,7.5,93.0,91.0,15000000.0
1428,Action,46.0,5.6,5.6,46.0,46.0,130000000.0
1429,Horror,81.0,6.5,6.5,90.0,81.0,6000000.0
1430,Action,61.0,7.1,7.1,62.0,61.0,35000000.0
1431,Drama,31.0,4.5,4.5,11.0,31.0,55000000.0
1432,Animation,80.0,7.6,7.6,93.0,80.0,200000000.0
1433,Action,54.0,5.2,5.2,56.0,54.0,13000000.0
1434,Crime,42.0,6.8,6.8,61.0,42.0,0.0
1435,Drama,60.0,6.6,6.6,62.0,60.0,12000000.0
1436,Horror,46.0,5.3,5.3,24.0,46.0,22000000.0
1437,Biography,57.0,5.9,5.9,59.0,57.0,0.0
1438,Action,50.0,6.7,6.7,52.0,50.0,62000000.0
1439,Drama,67.0,7.0,7.0,68.0,67.0,0.0
1440,Action,56.0,6.3,6.3,55.0,56.0,30000000.0
1441,Action,66.0,6.9,6.9,85.0,66.0,37000000.0
1442,Biography,45.0,6.4,6.4,30.0,45.0,0.0
1443,Action,56.0,6.5,6.5,56.0,56.0,28000000.0
1444,Crime,81.0,7.5,7.5,97.0,81.0,23000000.0
1445,Crime,60.0,7.1,7.1,74.0,60.0,32000000.0
1446,Animation,82.0,7.8,7.8,90.0,82.0,0.0
1447,Adventure,52.0,6.5,6.5,36.0,52.0,200000000.0
1448,Action,43.0,6.6,6.6,37.0,43.0,40000000.0
1449,Crime,58.0,7.0,7.0,71.0,58.0,50000000.0
1450,Crime,59.0,6.6,6.6,79.0,59.0,0.0
1451,Biography,62.0,7.3,7.3,67.0,62.0,25000000.0
1452,Action,56.0,6.6,6.6,69.0,56.0,35000000.0
1453,Comedy,72.0,7.6,7.6,92.0,72.0,17000000.0
1454,Comedy,66.0,6.7,6.7,80.0,66.0,130000000.0
1455,Adventure,88.0,7.2,7.2,100.0,88.0,0.0
1456,Action,66.0,6.7,6.7,90.0,66.0,135000000.0
1457,Biography,61.0,7.2,7.2,65.0,61.0,60000000.0
1458,Animation,54.0,6.3,6.3,62.0,54.0,80000000.0
1459,Action,38.0,6.2,6.2,23.0,38.0,50000000.0
1460,Animation,51.0,6.6,6.6,64.0,51.0,50000000.0
1461,Action,54.0,6.6,6.6,50.0,54.0,35000000.0
1462,Action,52.0,6.1,6.1,49.0,52.0,40000000.0
1463,Action,67.0,7.5,7.5,88.0,67.0,5000000.0
1464,Biography,60.0,6.3,6.3,0.0,60.0,25000000.0
1465,Animation,71.0,7.0,7.0,88.0,71.0,175000000.0
1466,Action,60.0,6.6,6.6,81.0,60.0,38000000.0
1467,Action,48.0,6.3,6.3,52.0,48.0,94000000.0
1468,Action,43.0,6.1,6.1,39.0,43.0,43000000.0
1469,Action,44.0,6.1,6.1,26.0,44.0,100000000.0
1470,Action,50.0,6.3,6.3,43.0,50.0,62000000.0
1471,Action,50.0,6.3,6.3,43.0,50.0,62000000.0
1472,Biography,84.0,7.3,7.3,87.0,84.0,59000000.0
1473,Drama,66.0,7.1,7.1,83.0,66.0,50000000.0
1474,Drama,45.0,6.1,6.1,51.0,45.0,7500000.0
1475,Action,45.0,6.1,6.1,51.0,45.0,120000000.0
1476,Crime,68.0,6.9,6.9,78.0,68.0,0.0
1477,Comedy,66.0,7.4,7.4,80.0,66.0,10000000.0
1478,Drama,19.0,5.5,5.5,11.0,19.0,30000000.0
1479,Crime,84.0,6.8,6.8,91.0,84.0,42000000.0
1480,Drama,90.0,7.5,7.5,95.0,90.0,0.0
1481,Drama,71.0,7.6,7.6,92.0,71.0,880000.0
1482,Drama,21.0,6.9,6.9,13.0,21.0,10000000.0
1483,Comedy,69.0,6.2,6.2,84.0,69.0,21000000.0
1484,Horror,48.0,5.2,5.2,40.0,48.0,5000000.0
1485,Action,29.0,6.5,6.5,13.0,29.0,25000000.0
1486,Adventure,77.0,5.8,5.8,82.0,77.0,0.0
1487,Drama,52.0,6.5,6.5,63.0,52.0,4900000.0
1488,Biography,58.0,6.6,6.6,61.0,58.0,24000000.0
1489,Crime,93.0,7.9,7.9,99.0,93.0,0.0
1490,Comedy,77.0,7.4,7.4,94.0,77.0,0.0
1491,Crime,78.0,6.9,6.9,87.0,78.0,38000000.0
1492,Adventure,77.0,7.3,7.3,86.0,77.0,0.0
1493,Drama,54.0,6.1,6.1,60.0,54.0,0.0
1494,Comedy,48.0,5.6,5.6,35.0,48.0,32000000.0
1495,Action,58.0,6.1,6.1,58.0,58.0,15000000.0
1496,Horror,30.0,3.2,3.2,8.0,30.0,10000000.0
1497,Biography,51.0,7.1,7.1,61.0,51.0,0.0
1498,Drama,68.0,6.8,6.8,88.0,68.0,0.0
1499,Comedy,53.0,6.1,6.1,54.0,53.0,10000000.0
1500,Action,39.0,5.3,5.3,38.0,39.0,0.0
1501,Comedy,80.0,6.9,6.9,93.0,80.0,3200000.0
1502,Action,44.0,5.6,5.6,42.0,44.0,150000000.0
1503,Action,39.0,5.7,5.7,15.0,39.0,34000000.0
1504,Drama,90.0,7.6,7.6,92.0,90.0,0.0
1505,Horror,35.0,5.2,5.2,15.0,35.0,3500000.0
1506,Action,63.0,6.7,6.7,80.0,63.0,51000000.0
1507,Biography,76.0,7.0,7.0,78.0,76.0,0.0
1508,Drama,57.0,6.7,6.7,72.0,57.0,0.0
1509,Adventure,71.0,6.8,6.8,90.0,71.0,2000000.0
1510,Adventure,53.0,4.2,4.2,43.0,53.0,100000000.0
1511,Crime,16.0,3.9,3.9,0.0,16.0,8000000.0
1512,Crime,0.0,8.2,8.2,100.0,0.0,4500000.0
1513,Action,62.0,7.6,7.6,76.0,62.0,0.0
